Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,normalized_n_syn_senses,example_en_lemma,example_en_gloss,ili
nb,0.6404498926229717,3,0.4719649886522756,1,1,"rosebush, rose",0,1,1,4.0,0.466,2.19e-05,1.0,0.12499999999998437,0.466,0.0,0.0315669292873802,0.0,0.0,0.0,rosebush,any of many shrubs of the genus Rosa that bear roses,i103203
it,0.47510721044814797,2,0.1042231290882225,0,0,"rosebush, rose",5,2,10,5.0,0.1925,3.30699e-05,5.0,0.21428571428569898,0.1925,0.22580645161288865,0.03358180476706528,0.06849315068493057,0.09090909090908264,0.12499999999999806,rosebush,any of many shrubs of the genus Rosa that bear roses,i103203
en,0.46678249061086324,2,0.07243247865815829,0,0,"rosebush, rose",11,2,4,6.0,0.48650000000000004,3.307945e-05,2.0,0.29999999999997,0.48650000000000004,0.14285714285712245,0.06588724159275816,0.05499999999999973,0.09090909090908264,0.14285714285713608,rosebush,any of many shrubs of the genus Rosa that bear roses,i103203
es,0.4619588621402749,2,0.1589959307850648,0,0,"rosebush, rose",0,1,5,4.0,0.186,5.13e-05,5.0,0.16666666666665278,0.186,0.307692307692284,0.06339421313908665,0.0,0.0,0.2857142857142653,rosebush,any of many shrubs of the genus Rosa that bear roses,i103203
nb,0.6098161598778015,3,0.045885064635358935,0,0,wood,0,1,2,3.0,0.442,0.000692,2.0,0.0,0.442,0.11111111111109877,0.9999999985547933,0.0,0.0,0.08333333333332639,wood,the hard fibrous lignified substance under the bark of trees,i116549
en,0.5750277601295165,3,0.4675449302683631,0,1,wood,91,1,8,4.0,0.199,6.03e-05,8.0,0.09999999999999,0.199,0.9999999999998571,0.12629546586561446,0.45499999999999774,0.0,0.3333333333333175,wood,the hard fibrous lignified substance under the bark of trees,i116549
it,0.5121554089944286,3,0.1685114897962488,0,0,wood,44,2,5,6.0,0.1875,2.5725e-05,2.5,0.2857142857142653,0.1875,0.0645161290322539,0.025882473771725117,0.602739726027389,0.09090909090908264,0.04687499999999927,wood,the hard fibrous lignified substance under the bark of trees,i116549
es,0.47642696712700083,2,0.16641179826976693,0,0,wood,12,1,3,6.0,0.189,4.9e-05,3.0,0.33333333333330556,0.189,0.153846153846142,0.06045870498084426,0.3243243243243155,0.0,0.14285714285713266,wood,the hard fibrous lignified substance under the bark of trees,i116549
nb,0.48311316288744716,2,0.23598798006375996,0,1,midnight,0,1,1,7.0,0.884,1.35e-05,1.0,0.4999999999999375,0.884,0.0,0.01942719226030025,0.0,0.0,0.0,midnight,12 o'clock at night; the middle of the night,i116927
en,0.4626574423816885,2,2.7254508201053763e-05,0,0,midnight,0,1,1,8.0,0.638,2.04e-05,1.0,0.49999999999995,0.638,0.0,0.03774882928086632,0.0,0.0,0.0,midnight,12 o'clock at night; the middle of the night,i116927
it,0.4050910872245941,2,0.01748034106962564,0,0,midnight,0,1,3,10.0,0.797,1.78e-05,3.0,0.5714285714285307,0.797,0.09677419354838085,0.017575049826120584,0.0,0.0,0.015624999999999757,midnight,12 o'clock at night; the middle of the night,i116927
es,0.3803056225545465,2,5.789256636975148e-07,0,0,midnight,0,1,1,10.0,0.758,7.59e-06,1.0,0.6666666666666111,0.758,0.0,0.007606795053532444,0.0,0.0,0.0,midnight,12 o'clock at night; the middle of the night,i116927
en,0.5425783739804608,3,0.7329469131805818,1,1,"morning, first light, break of day",0,12,21,10.0,0.711,0.00017533333333333333,2.0,0.69999999999993,0.711,0.14285714285712245,0.38157904385556085,0.0,0.9999999999999091,0.9523809523809071,morning,the first light of day,i116932
es,0.43176474283568894,2,0.14499279916113184,0,0,"morning, first light, break of day",0,2,4,6.0,0.194,1.91e-05,2.0,0.33333333333330556,0.194,0.076923076923071,0.02229709892369325,0.0,0.2499999999999375,0.21428571428569898,morning,the first light of day,i116932
it,0.42876091007816614,2,0.25229372880825884,0,0,"morning, first light, break of day",0,7,26,5.333333333333333,0.36233333333333334,1.0616666666666668e-05,5.666666666666667,0.23809523809522107,0.36233333333333334,0.26881720430105793,0.01004508195954739,0.0,0.5454545454544959,0.37499999999999417,morning,the first light of day,i116932
nb,0.37197719323978673,2,4.140837388294369e-09,0,0,"morning, first light, break of day",0,1,1,6.0,0.828,1.29e-06,1.0,0.37499999999995315,0.828,0.0,0.0017812173673661935,0.0,0.0,0.0,morning,the first light of day,i116932
en,0.479650235477659,2,0.561968481842912,0,1,"twilight, dusk, fall",1,9,22,5.333333333333333,0.26899999999999996,4.812e-05,5.333333333333333,0.23333333333330997,0.26899999999999996,0.6190476190475306,0.0992654399607966,0.004999999999999975,0.7272727272726611,0.9999999999999525,twilight,the time of day immediately following sunset,i116935
it,0.40106342794996624,2,0.02663722123294693,0,0,"twilight, dusk, fall",0,2,4,9.5,0.7925,1.034e-06,2.0,0.5357142857142474,0.7925,0.03225806451612695,0.0,0.0,0.09090909090908264,0.031249999999999514,twilight,the time of day immediately following sunset,i116935
es,0.3427875442683906,2,0.2574786706000996,0,0,"twilight, dusk, fall",1,3,6,9.666666666666666,0.7786666666666667,1.6299999999999999e-06,2.0,0.6388888888888355,0.7786666666666667,0.076923076923071,0.0,0.027027027027026296,0.499999999999875,0.3571428571428316,twilight,the time of day immediately following sunset,i116935
nb,0.3299050294088257,2,0.0,0,0,"twilight, dusk, fall",0,1,1,9.0,0.892,5.75e-08,1.0,0.7499999999999063,0.892,0.0,0.0,0.0,0.0,0.0,twilight,the time of day immediately following sunset,i116935
en,0.6446258145863223,3,0.9999999999983235,0,1,"time of year, season",8,2,4,9.0,0.758,0.000454,2.0,0.59999999999994,0.758,0.14285714285712245,0.9999999977807861,0.0399999999999998,0.09090909090908264,0.14285714285713608,time of year,one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions,i117307
it,0.5440129727732657,3,0.305238569981704,0,1,"time of year, season",11,1,5,8.0,0.842,0.000129,5.0,0.42857142857139796,0.842,0.22580645161288865,0.13414104891144857,0.15068493150684725,0.0,0.04687499999999927,time of year,one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions,i117307
es,0.4447024600319718,2,0.3841513787682448,0,1,"time of year, season",5,1,3,8.0,0.804,6.46e-05,3.0,0.4999999999999583,0.804,0.153846153846142,0.08036910814109698,0.13513513513513148,0.0,0.14285714285713266,time of year,one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions,i117307
nb,0.38702228538854794,2,0.23598033407498517,0,0,"time of year, season",5,1,1,6.0,0.862,9.55e-07,1.0,0.37499999999995315,0.862,0.0,0.0012970730930719342,0.9999999999997999,0.0,0.0,time of year,one of the natural periods into which the year is divided by the equinoxes and solstices or atmospheric conditions,i117307
en,0.6345071672605329,3,0.3795376714081549,1,1,"summer, summertime",0,2,3,8.0,0.203,8.589e-05,1.5,0.49999999999995,0.203,0.07142857142856122,0.18308515083312588,0.0,0.09090909090908264,0.09523809523809071,summer,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,i117310
it,0.6195994628832818,3,0.43627751746843196,1,1,"summer, summertime",0,1,2,6.0,0.729,6.92e-05,2.0,0.2857142857142653,0.729,0.03225806451612695,0.07145537674146103,0.0,0.0,0.0,summer,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,i117310
nb,0.6023437577926478,3,0.4740943691619771,1,1,"summer, summertime",0,1,1,6.0,0.754,0.000102,1.0,0.37499999999995315,0.754,0.0,0.14732799308132108,0.0,0.0,0.0,summer,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,i117310
es,0.5666965527489632,3,0.536035744076798,1,1,"summer, summertime",0,1,1,6.0,0.2,8.71e-05,1.0,0.33333333333330556,0.2,0.0,0.10908603577607684,0.0,0.0,0.0,summer,the warmest season of the year; in the northern hemisphere it extends from the summer solstice to the autumnal equinox,i117310
nb,0.6680013681636372,3,0.9999999999976402,1,1,"festivity, celebration",1,3,13,5.666666666666667,0.6749999999999999,4.47e-05,4.333333333333333,0.3333333333332917,0.6749999999999999,0.37037037037032916,0.06451764407516862,0.19999999999996,0.6666666666664445,0.9999999999999166,festivity,any joyous diversion,i37653
en,0.43499692473230395,2,0.06901201629521463,0,0,"festivity, celebration",7,2,4,10.0,0.7364999999999999,9.923499999999999e-06,2.0,0.69999999999993,0.7364999999999999,0.14285714285712245,0.014499234339008822,0.03499999999999982,0.09090909090908264,0.14285714285713608,festivity,any joyous diversion,i37653
it,0.4101625501271995,2,0.05988804919943452,0,0,"festivity, celebration",3,2,7,9.75,0.6557499999999999,5.961749999999999e-06,3.0,0.5535714285713891,0.6557499999999999,0.09677419354838085,0.005165540485546087,0.04109589041095835,0.09090909090908264,0.07812499999999879,festivity,any joyous diversion,i37653
es,0.3700094118070167,2,0.19616102991129736,0,0,"festivity, celebration",3,2,5,9.0,0.7585,1.6795e-05,2.5,0.5833333333332847,0.7585,0.11538461538460651,0.019355209225976427,0.08108108108107888,0.2499999999999375,0.2857142857142653,festivity,any joyous diversion,i37653
it,0.6023021322762657,3,0.5542522808727031,1,1,"association football, soccer",0,3,14,7.0,0.7166666666666667,5.36e-05,4.666666666666667,0.3571428571428316,0.7166666666666667,0.20430107526880403,0.055102592697116475,0.0,0.18181818181816528,0.18749999999999709,association football,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal,i37904
nb,0.6012573108416079,3,0.49587346485512285,1,1,"association football, soccer",0,1,1,7.0,0.84,0.0002,1.0,0.4999999999999375,0.84,0.0,0.2889582583972537,0.0,0.0,0.0,association football,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal,i37904
es,0.5295497838036487,3,0.5774440147133062,1,1,"association football, soccer",0,1,2,6.0,0.701,0.000115,2.0,0.33333333333330556,0.701,0.076923076923071,0.14469502604345186,0.0,0.0,0.07142857142856633,association football,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal,i37904
en,0.4399579556858105,2,0.024032366733606095,0,0,"association football, soccer",0,2,2,13.0,0.679,4.36e-05,1.0,0.9999999999999,0.679,0.0,0.08923459290909082,0.0,0.09090909090908264,0.047619047619045354,association football,a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal,i37904
it,0.5733981489296174,3,0.27807615513563066,0,1,"sport, athletics",20,1,2,5.0,0.759,8.91e-05,2.0,0.21428571428569898,0.759,0.03225806451612695,0.09231565895187495,0.2739726027397223,0.0,0.0,sport,an active diversion requiring physical exertion and competition,i38140
nb,0.524489259501363,3,0.3816986743281268,0,1,"sport, athletics",1,2,2,5.5,0.8320000000000001,4.7449999999999995e-05,1.0,0.3124999999999609,0.8320000000000001,0.0,0.06849196274474835,0.19999999999996,0.33333333333322224,0.08333333333332639,sport,an active diversion requiring physical exertion and competition,i38140
en,0.5186674900934839,3,0.3674275312806775,0,1,"sport, athletics",20,2,10,7.0,0.7915,3.0155e-05,5.0,0.39999999999996,0.7915,0.5714285714284898,0.05939726135816502,0.0999999999999995,0.09090909090908264,0.4285714285714082,sport,an active diversion requiring physical exertion and competition,i38140
es,0.5050513247621458,3,0.3656216981511418,0,1,"sport, athletics",8,1,2,7.0,0.208,4.9e-05,2.0,0.41666666666663194,0.208,0.076923076923071,0.06045870498084426,0.21621621621621037,0.0,0.07142857142856633,sport,an active diversion requiring physical exertion and competition,i38140
nb,0.5578660976912413,3,0.28186625610764654,0,1,"squealer, pig, hog",0,1,2,4.0,0.644,1.15e-05,2.0,0.12499999999998437,0.644,0.11111111111109877,0.016536778682424074,0.0,0.0,0.08333333333332639,squealer,domestic swine,i48199
it,0.5352177203081129,3,0.29902750587061694,0,1,"squealer, pig, hog",0,3,10,6.5,0.42974999999999997,6.48675e-06,3.0,0.32142857142854847,0.42974999999999997,0.09677419354838085,0.005715874563961531,0.0,0.18181818181816528,0.12499999999999806,squealer,domestic swine,i48199
es,0.5096097225268956,3,0.9794139355235926,0,1,"squealer, pig, hog",1,5,10,4.666666666666667,0.38599999999999995,0.00078514,2.6666666666666665,0.22222222222220372,0.38599999999999995,0.12820512820511834,0.9999999987236922,0.027027027027026296,0.99999999999975,0.6428571428570969,squealer,domestic swine,i48199
en,0.41912808536128027,2,0.23744142076264643,0,0,"squealer, pig, hog",1,5,15,4.666666666666667,0.429,5.855233333333334e-06,3.6666666666666665,0.16666666666665003,0.429,0.38095238095232653,0.005470880202087068,0.004999999999999975,0.36363636363633056,0.666666666666635,squealer,domestic swine,i48199
nb,0.6621343644848825,3,0.5178934109444668,1,1,fish,0,1,2,4.0,0.398,5.13e-05,2.0,0.12499999999998437,0.398,0.11111111111109877,0.07405600888215999,0.0,0.0,0.08333333333332639,fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,i48880
en,0.6467983942349459,3,0.4421685849860645,1,1,fish,13,1,4,4.0,0.197,7.94e-05,4.0,0.09999999999999,0.197,0.4285714285713673,0.16868245230091997,0.06499999999999968,0.0,0.14285714285713608,fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,i48880
it,0.5595447619407699,3,0.27944942173298726,1,0,fish,3,1,5,5.0,0.199,4.07e-05,5.0,0.21428571428569898,0.199,0.22580645161288865,0.041580098198908455,0.04109589041095835,0.0,0.04687499999999927,fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,i48880
es,0.4896482642375233,2,0.3979343777999537,1,0,fish,2,2,3,4.5,0.477,7.7734e-06,1.5,0.20833333333331597,0.477,0.0384615384615355,0.007840869921454902,0.05405405405405259,0.2499999999999375,0.14285714285713266,fish,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills,i48880
nb,0.6905799794949931,3,0.5663527977850391,1,1,boat,2,1,1,3.0,0.203,5.01e-05,1.0,0.0,0.203,0.0,0.07232176073543428,0.39999999999992,0.0,0.0,boat,a small vessel for travel on water,i50885
en,0.6512513697834286,3,0.3890796327953357,1,1,boat,26,1,2,4.0,0.202,5.13e-05,2.0,0.09999999999999,0.202,0.14285714285712245,0.10632254032018255,0.12999999999999937,0.0,0.047619047619045354,boat,a small vessel for travel on water,i50885
it,0.5388229787542285,3,0.3523748169132903,1,0,boat,19,3,9,6.666666666666667,0.4163333333333334,8.995666666666666e-06,3.0,0.33333333333330956,0.4163333333333334,0.09677419354838085,0.008345859976477993,0.26027397260273616,0.18181818181816528,0.1093749999999983,boat,a small vessel for travel on water,i50885
es,0.4919336484274669,2,0.999999999997321,1,1,boat,8,3,12,6.666666666666667,0.40599999999999997,1.5689999999999997e-05,4.0,0.3888888888888565,0.40599999999999997,0.23076923076921302,0.01794488900212519,0.21621621621621037,0.499999999999875,0.7857142857142296,boat,a small vessel for travel on water,i50885
nb,0.5944928942430191,3,0.23599457732900858,0,1,"passenger vehicle, coach, bus",0,1,1,4.0,0.273,3.89e-05,1.0,0.12499999999998437,0.273,0.0,0.05613544469932769,0.0,0.0,0.0,passenger vehicle,a vehicle carrying many passengers; used for public transport,i51285
es,0.4932432214724744,2,0.28238619896565664,0,1,"passenger vehicle, coach, bus",2,1,1,7.0,0.2,2.04e-05,1.0,0.41666666666663194,0.2,0.0,0.023956299187047645,0.05405405405405259,0.0,0.0,passenger vehicle,a vehicle carrying many passengers; used for public transport,i51285
en,0.4732149461269363,2,0.4997629409339128,0,1,"passenger vehicle, coach, bus",3,10,18,8.333333333333334,0.49666666666666665,5.856666666666666e-05,3.3333333333333335,0.53333333333328,0.49666666666666665,0.33333333333328574,0.1224488283531609,0.014999999999999925,0.8181818181817438,0.809523809523771,passenger vehicle,a vehicle carrying many passengers; used for public transport,i51285
it,0.4044470954602214,2,0.1447168211363072,0,0,"passenger vehicle, coach, bus",3,7,9,7.75,0.57625,1.0059725e-05,1.5,0.4107142857142564,0.57625,0.0,0.009461264856964226,0.04109589041095835,0.5454545454544959,0.1093749999999983,passenger vehicle,a vehicle carrying many passengers; used for public transport,i51285
en,0.4434308188887107,2,0.03361187827116836,0,0,cathedral,2,1,2,9.0,0.865,9.77e-06,2.0,0.59999999999994,0.865,0.14285714285712245,0.014158584997761734,0.00999999999999995,0.0,0.047619047619045354,cathedral,any large and important church,i51645
es,0.4360466664226952,2,0.307655180432986,0,1,cathedral,0,1,2,8.0,0.753,1.82e-05,2.0,0.4999999999999583,0.753,0.076923076923071,0.021148421818294055,0.0,0.0,0.07142857142856633,cathedral,any large and important church,i51645
it,0.42416630877899303,2,0.01619864147759356,0,0,cathedral,0,2,3,7.5,0.6445,1.705e-05,1.5,0.3928571428571148,0.6445,0.0,0.016788858285527095,0.0,0.09090909090908264,0.015624999999999757,cathedral,any large and important church,i51645
nb,0.34829431929379406,2,3.5951531745294435e-09,0,0,cathedral,0,1,1,8.0,0.826,1.05e-06,1.0,0.6249999999999218,0.826,0.0,0.0014343677380210525,0.0,0.0,0.0,cathedral,any large and important church,i51645
it,0.5654491567763322,3,0.2681916389446171,0,1,"church building, church",4,1,4,6.0,0.658,0.000191,4.0,0.2857142857142653,0.658,0.16129032258063475,0.1991328829338437,0.05479452054794446,0.0,0.031249999999999514,church building,a place for public (especially Christian) worship,i51914
en,0.5404698368089514,3,0.27119234552581145,0,1,"church building, church",5,2,5,10.5,0.8734999999999999,0.000114,2.5,0.749999999999925,0.8734999999999999,0.21428571428568366,0.24546725495335822,0.024999999999999876,0.09090909090908264,0.19047619047618142,church building,a place for public (especially Christian) worship,i51914
nb,0.4915066654268154,2,0.47992984365893937,0,1,"church building, church",1,3,3,8.333333333333334,0.8083333333333332,3.0011833333333333e-05,1.0,0.6666666666665834,0.8083333333333332,0.0,0.04329020589144781,0.19999999999996,0.6666666666664445,0.16666666666665278,church building,a place for public (especially Christian) worship,i51914
es,0.4571915089568767,2,0.4127527375949157,0,1,"church building, church",3,1,4,7.0,0.758,0.000132,4.0,0.41666666666663194,0.758,0.23076923076921302,0.16639226025654777,0.08108108108107888,0.0,0.21428571428569898,church building,a place for public (especially Christian) worship,i51914
nb,0.592390722654016,3,0.47196518384217007,1,1,"crown, diadem",0,1,1,5.0,0.792,1.48e-05,1.0,0.24999999999996875,0.792,0.0,0.021305961085919766,0.0,0.0,0.0,crown,an ornamental jeweled headdress signifying sovereignty,i52549
it,0.4436719519126548,2,0.1340368720055445,0,0,"crown, diadem",1,2,14,6.5,0.48750000000000004,1.2896e-05,7.0,0.32142857142854847,0.48750000000000004,0.35483870967739645,0.012434405406026623,0.013698630136986115,0.09090909090908264,0.18749999999999709,crown,an ornamental jeweled headdress signifying sovereignty,i52549
es,0.4384184439549058,2,0.1987265077575761,0,0,"crown, diadem",0,1,6,6.0,0.2,2.95e-05,6.0,0.33333333333330556,0.2,0.38461538461535505,0.03557070103052839,0.0,0.0,0.3571428571428316,crown,an ornamental jeweled headdress signifying sovereignty,i52549
en,0.4310376315771949,2,0.2436169882571381,0,0,"crown, diadem",1,2,13,5.5,0.42700000000000005,1.82725e-05,6.5,0.249999999999975,0.42700000000000005,0.7857142857141735,0.03302745160332116,0.004999999999999975,0.09090909090908264,0.5714285714285443,crown,an ornamental jeweled headdress signifying sovereignty,i52549
en,0.593170457818119,3,0.17860657744106767,0,1,farm,13,1,1,4.0,0.204,5.62e-05,1.0,0.09999999999999,0.204,0.0,0.11719668867269548,0.06499999999999968,0.0,0.0,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
nb,0.5231116009698707,3,0.5366373817227359,0,1,farm,1,3,5,8.0,0.6186666666666667,6.159566666666667e-06,1.6666666666666667,0.6249999999999218,0.6186666666666667,0.07407407407406585,0.008818748173219478,0.19999999999996,0.6666666666664445,0.33333333333330556,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
it,0.4095174887312205,2,0.1438714707002685,0,0,farm,9,4,12,9.0,0.7306666666666667,6.7666666666666665e-06,3.6666666666666665,0.4999999999999643,0.7306666666666667,0.1397849462365501,0.006009298717834145,0.12328767123287503,0.27272727272724795,0.15624999999999759,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
es,0.32559235368877776,2,0.5664887796279718,0,0,farm,4,4,15,7.666666666666667,0.8093333333333333,1.5083333333333333e-05,4.333333333333333,0.4722222222221829,0.8093333333333333,0.2564102564102367,0.017170595545893143,0.10810810810810519,0.7499999999998125,0.9999999999999286,farm,workplace consisting of farm buildings and cultivated land as a unit,i53601
nb,0.5300785067777766,3,0.23598313783906485,0,1,guitar,0,1,1,5.0,0.694,1.32e-05,1.0,0.24999999999996875,0.694,0.0,0.018993630223618826,0.0,0.0,0.0,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
es,0.4794703189015905,2,0.314888914521684,0,1,guitar,1,1,2,8.0,0.197,1.86e-05,2.0,0.4999999999999583,0.197,0.076923076923071,0.021658944976249258,0.027027027027026296,0.0,0.07142857142856633,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
en,0.4763108879814582,2,0.0050908606140601595,0,0,guitar,6,1,1,6.0,0.592,3.02e-05,1.0,0.29999999999997,0.592,0.0,0.05949712598589218,0.02999999999999985,0.0,0.0,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
it,0.4503475783509418,2,0.0059750991087788845,0,0,guitar,2,1,2,8.0,0.2,1.91e-05,2.0,0.42857142857139796,0.2,0.03225806451612695,0.018937781829815967,0.02739726027397223,0.0,0.0,guitar,a stringed instrument usually having six strings; played by strumming or plucking,i54496
it,0.4547239606178055,2,0.0029867624818564753,0,0,"lodge, inn, hostel",1,1,2,7.0,0.202,3.31e-06,2.0,0.3571428571428316,0.202,0.03225806451612695,0.002385829261854375,0.013698630136986115,0.0,0.0,lodge,a hotel providing overnight lodging for travelers,i54942
nb,0.45084383133153705,2,0.0,0,0,"lodge, inn, hostel",0,1,1,3.0,0.446,2.14e-06,1.0,0.0,0.446,0.0,0.0030096431379635687,0.0,0.0,0.0,lodge,a hotel providing overnight lodging for travelers,i54942
en,0.4288156386925729,2,0.19205493258659467,0,0,"lodge, inn, hostel",4,5,11,4.666666666666667,0.523,8.796666666666667e-06,3.0,0.16666666666665003,0.523,0.2857142857142449,0.011998550086922431,0.0199999999999999,0.36363636363633056,0.47619047619045357,lodge,a hotel providing overnight lodging for travelers,i54942
es,0.3813921616227662,2,0.6976033309470924,0,1,"lodge, inn, hostel",1,5,8,7.666666666666667,0.5656666666666667,3.6666666666666666e-06,2.0,0.4722222222221829,0.5656666666666667,0.076923076923071,0.002599413745921881,0.027027027027026296,0.99999999999975,0.4999999999999643,lodge,a hotel providing overnight lodging for travelers,i54942
nb,0.5522923368654467,3,0.2359803405615163,0,1,"boiler, kettle",0,1,1,5.0,0.472,2.19e-06,1.0,0.24999999999996875,0.472,0.0,0.003081903477410474,0.0,0.0,0.0,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
en,0.4500221500664832,2,0.10389768097291487,0,0,"boiler, kettle",1,2,6,6.0,0.46699999999999997,4.2999999999999995e-06,3.0,0.29999999999997,0.46699999999999997,0.2857142857142449,0.002019484694038114,0.004999999999999975,0.09090909090908264,0.23809523809522679,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
it,0.428378628985529,2,0.04751960739984252,0,0,"boiler, kettle",0,2,6,8.0,0.47050000000000003,2.389e-06,3.0,0.42857142857139796,0.47050000000000003,0.09677419354838085,0.0014203860500055703,0.0,0.09090909090908264,0.06249999999999903,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
es,0.40555664951853887,2,2.6097676418864267e-08,0,0,"boiler, kettle",0,1,1,7.0,0.73,4.57e-06,1.0,0.41666666666663194,0.73,0.0,0.0037523452109707025,0.0,0.0,0.0,boiler,a metal pot for stewing or boiling; usually has a lid,i55356
en,0.5541685716952175,3,0.29071279515195525,0,1,"horse, knight",0,2,7,5.5,0.2,3.83e-05,3.5,0.249999999999975,0.2,0.35714285714280614,0.07747275897678091,0.0,0.09090909090908264,0.28571428571427215,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
nb,0.5378827961783906,3,0.367085857113534,0,1,"horse, knight",0,2,3,6.0,0.6145,1.4874999999999999e-05,1.5,0.37499999999995315,0.6145,0.055555555555549384,0.02141435159509012,0.0,0.33333333333322224,0.16666666666665278,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
it,0.46380773811481574,2,0.08739301147454244,0,0,"horse, knight",0,1,7,7.0,0.198,4.68e-05,7.0,0.3571428571428316,0.198,0.35483870967739645,0.047974456062402165,0.0,0.0,0.07812499999999879,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
es,0.42447618886213234,2,0.278225013595067,0,0,"horse, knight",0,1,8,7.0,0.198,3.63e-05,8.0,0.41666666666663194,0.198,0.538461538461497,0.04424959471576674,0.0,0.0,0.4999999999999643,horse,a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa),i55427
es,0.4812436525967764,2,0.4053167100998396,0,1,"monument, memorial",8,1,3,9.0,0.206,1.74e-05,3.0,0.5833333333332847,0.206,0.153846153846142,0.020127375502383662,0.21621621621621037,0.0,0.14285714285713266,monument,a structure erected to commemorate persons or events,i56131
en,0.4454126061377203,2,0.11313046791370818,0,0,"monument, memorial",12,2,6,8.0,0.529,1.682e-05,3.0,0.49999999999995,0.529,0.2857142857142449,0.029804043341683403,0.0599999999999997,0.09090909090908264,0.23809523809522679,monument,a structure erected to commemorate persons or events,i56131
