Language,basicness_score_experimental,basicness_rank,basicness_score,word_in_children_res,word_in_second_lang_learn_res,en_lemmas,n_hyponyms,n_synonyms,n_syn_senses,avg_word_length,avg_pronounce_complexity,avg_word_frequency,avg_n_senses,normalized_length,normalized_pronounce_complexity,normalized_n_senses,normalized_frequency,normalized_n_hyponyms,normalized_n_synonyms,example_en_lemma,example_en_gloss,ili
es,0.7477638917814162,3,0.9999999998953023,0,1,"monument, memorial",8,1,3,9.0,0.206,1.74e-05,3.0,0.5833333333284723,0.206,0.1538461538449704,0.020127372959199884,0.21621621621563183,0.0,monument,a structure erected to commemorate persons or events,i56131
es,0.8444636797278309,4,0.735040330451145,0,1,monastery,3,2,3,9.0,0.8280000000000001,1.3000000000000001e-05,1.5,0.5833333333284723,0.8280000000000001,0.0384615384612426,0.014511618931268403,0.08108108108086194,0.24999999999375,monastery,the residence of a religious community,i56337
nb,0.8230436798247434,4,0.9999999998922395,0,0,monastery,1,1,2,7.0,0.885,4.9e-06,2.0,0.49999999999375,0.885,0.11111111110987654,0.006998412874131466,0.199999999996,0.0,monastery,the residence of a religious community,i56337
it,0.8103785900376578,4,0.0,0,0,monastery,2,2,10,8.5,0.813,1.4e-05,5.0,0.46428571428239795,0.813,0.2258064516114464,0.013591677943272826,0.027397260273935072,0.09090909090826446,monastery,the residence of a religious community,i56337
en,0.7974108898397035,4,0.9224660161388007,0,0,monastery,4,1,1,9.0,0.661,4.47e-06,1.0,0.599999999994,0.661,0.0,0.0023967505388805097,0.01999999999999,0.0,monastery,the residence of a religious community,i56337
nb,0.8023151617218326,4,0.9999999998953493,0,0,mosaic,0,1,1,7.0,0.799,4.79e-07,1.0,0.49999999999375,0.799,0.0,0.0006091545743823259,0.0,0.0,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
es,0.677876910113272,3,0.6319888131973563,0,0,mosaic,0,1,4,7.0,0.2,2.75e-06,4.0,0.41666666666319446,0.2,0.23076923076745562,0.0014294646616552868,0.0,0.0,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
it,0.6645003536468813,3,0.5864078642295905,0,0,mosaic,0,2,6,7.0,0.2025,2.625e-06,3.0,0.35714285714030614,0.2025,0.09677419354776275,0.0016677741483685845,0.0,0.09090909090826446,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
en,0.663774005979429,3,0.0,0,0,mosaic,0,1,6,6.0,0.206,3.8e-06,6.0,0.299999999997,0.206,0.7142857142755102,0.0009098775193898226,0.0,0.0,mosaic,art consisting of a design made of small pieces of colored stone or glass,i56381
en,0.898904716153122,4,0.0,1,1,"picture, painting",20,2,14,7.5,0.771,8.74e-05,7.0,0.4499999999955,0.771,0.8571428571306122,0.1864361229364366,0.09999999999995,0.09090909090826446,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
es,0.8203128133155442,4,0.28527696444992023,0,1,"picture, painting",3,2,10,6.5,0.7545,3.43e-05,5.0,0.374999999996875,0.7545,0.3076923076899408,0.041696973657391265,0.08108108108086194,0.24999999999375,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
it,0.7963749656324061,4,0.763001523347189,0,1,"picture, painting",16,2,8,6.5,0.698,3.195e-05,4.0,0.3214285714262755,0.698,0.16129032257960457,0.03240786019545139,0.21917808219148058,0.09090909090826446,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
nb,0.7860894588261601,4,0.9999999999559647,0,1,"picture, painting",0,1,1,6.0,0.704,5.25e-06,1.0,0.3749999999953125,0.704,0.0,0.007504235177889032,0.0,0.0,picture,graphic art consisting of an artistic composition made by applying paints to a surface,i56911
nb,0.8462036753930038,4,0.9999999999023136,0,1,"terrace, patio",0,1,1,8.0,0.861,4.47e-06,1.0,0.6249999999921875,0.861,0.0,0.006376974043800743,0.0,0.0,terrace,usually paved outdoor area adjoining a residence,i57055
it,0.7595359690514507,4,0.0,0,0,"terrace, patio",0,3,7,7.0,0.6557499999999999,5.557e-06,2.25,0.35714285714030614,0.6557499999999999,0.04838709677388137,0.004741258625437529,0.0,0.18181818181652892,terrace,usually paved outdoor area adjoining a residence,i57055
en,0.7234674906900722,3,0.0033425417615992243,0,0,"terrace, patio",1,2,4,6.0,0.526,5.17e-06,2.0,0.299999999997,0.526,0.14285714285510204,0.003950199962228986,0.0049999999999975,0.09090909090826446,terrace,usually paved outdoor area adjoining a residence,i57055
es,0.6575864756686605,3,0.6047525977612987,0,0,"terrace, patio",0,1,2,5.0,0.205,2.51e-05,2.0,0.24999999999791667,0.205,0.0769230769224852,0.029954942508079983,0.0,0.0,terrace,usually paved outdoor area adjoining a residence,i57055
nb,0.8411684633757697,4,0.3214839354129045,0,0,sculpture,2,1,1,8.0,0.895,1.66e-06,1.0,0.6249999999921875,0.895,0.0,0.00231594354791857,0.399999999992,0.0,sculpture,a three-dimensional work of plastic art,i58585
es,0.8371289604119714,4,0.9999999995713182,0,1,sculpture,5,1,2,9.0,0.811,7.24e-06,2.0,0.5833333333284723,0.811,0.0769230769224852,0.007160086385612642,0.1351351351347699,0.0,sculpture,a three-dimensional work of plastic art,i58585
en,0.8187064243848348,4,0.06700305720561558,0,0,sculpture,9,1,2,9.0,0.756,8.32e-06,2.0,0.599999999994,0.756,0.14285714285510204,0.010940722367297139,0.0449999999999775,0.0,sculpture,a three-dimensional work of plastic art,i58585
it,0.8069064069660163,4,0.0,0,0,sculpture,8,1,3,8.0,0.852,1.02e-05,3.0,0.42857142856836733,0.852,0.09677419354776275,0.009608307884315805,0.10958904109574029,0.0,sculpture,a three-dimensional work of plastic art,i58585
es,0.8709634920681025,4,0.21417356841899424,0,0,ski,0,1,1,14.0,0.802,3.59e-06,1.0,0.9999999999916667,0.802,0.0,0.0025015631578967517,0.0,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
nb,0.6588847660864974,3,0.9999999998793611,0,1,ski,0,1,1,3.0,0.185,6.31e-05,1.0,0.0,0.185,0.0,0.09110943595610387,0.0,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
en,0.6357138242396846,3,0.4215989282347685,0,0,ski,1,1,1,3.0,0.389,1.35e-05,1.0,0.0,0.389,0.0,0.022436248100075877,0.0049999999999975,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
it,0.6009335452724595,3,0.0,0,0,ski,1,1,4,3.0,0.185,1.23e-05,4.0,0.07142857142806122,0.185,0.16129032257960457,0.011809643969528896,0.013698630136967536,0.0,ski,narrow wood or metal or plastic runners used in pairs for gliding over snow,i58996
nb,0.8501709039410101,4,0.9783018474077644,0,0,statue,0,2,2,9.0,0.847,1.35115e-06,1.0,0.749999999990625,0.847,0.0,0.001869591495017072,0.0,0.3333333333222222,statue,a sculpture representing a human or animal,i59503
en,0.78781747746584,4,0.999999999948537,0,0,statue,7,1,1,6.0,0.849,1.23e-05,1.0,0.299999999997,0.849,0.0,0.019773191945764202,0.0349999999999825,0.0,statue,a sculpture representing a human or animal,i59503
it,0.7655507308509099,4,0.9205178397137799,0,0,statue,1,1,2,6.0,0.729,2.14e-05,2.0,0.2857142857122449,0.729,0.03225806451592091,0.021348767005452286,0.013698630136967536,0.0,statue,a sculpture representing a human or animal,i59503
es,0.7645924879792756,4,0.0,0,0,statue,0,2,13,6.5,0.5045,3.59e-05,6.5,0.374999999996875,0.5045,0.4230769230736686,0.04373906603118453,0.0,0.24999999999375,statue,a sculpture representing a human or animal,i59503
en,0.7795130181917388,4,0.0,0,1,"sword, steel, brand",8,4,19,5.0,0.505,4.743333333333333e-05,3.3333333333333335,0.199999999998,0.505,0.33333333332857146,0.09774155824144495,0.03999999999998,0.2727272727247934,sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
es,0.7755535125967816,4,0.8717034076204966,0,0,"sword, steel, brand",6,1,2,6.0,0.707,2.14e-05,2.0,0.33333333333055554,0.707,0.0769230769224852,0.02523260389368305,0.16216216216172388,0.0,sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
nb,0.7234175182723246,3,0.9999999999727102,0,1,"sword, steel, brand",0,1,1,5.0,0.461,1.17e-05,1.0,0.249999999996875,0.461,0.0,0.01682581763284989,0.0,0.0,sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
it,0.7128119937783934,3,0.3571802354370073,0,0,"sword, steel, brand",4,5,22,5.25,0.4445,2.1635925e-05,5.5,0.23214285714119898,0.4445,0.2580645161273673,0.02159607663207319,0.054794520547870144,0.36363636363305785,sword,a cutting or thrusting weapon that has a long metal blade and a hilt with a hand guard,i59896
en,0.8196776864240244,4,0.40571760689641334,0,0,umbrella,1,1,3,8.0,0.856,7.76e-06,3.0,0.499999999995,0.856,0.2857142857102041,0.009697962828618357,0.0049999999999975,0.0,umbrella,a lightweight handheld collapsible canopy,i60698
nb,0.8085468303649745,4,0.7921820409569496,0,0,umbrella,0,1,1,7.0,0.832,2.04e-06,1.0,0.49999999999375,0.832,0.0,0.00286512204914107,0.0,0.0,umbrella,a lightweight handheld collapsible canopy,i60698
es,0.7942681106613325,4,0.9999999998532435,0,0,umbrella,0,1,1,8.0,0.734,6.03e-06,1.0,0.49999999999583333,0.734,0.0,0.005615754027931484,0.0,0.0,umbrella,a lightweight handheld collapsible canopy,i60698
it,0.7889512173371352,4,0.0,0,0,umbrella,1,3,7,9.25,0.6765,1.5048000000000002e-06,2.0,0.5178571428534439,0.6765,0.03225806451592091,0.0004935185851992018,0.013698630136967536,0.18181818181652892,umbrella,a lightweight handheld collapsible canopy,i60698
nb,0.8859972726128668,4,0.9999999999443853,1,0,"religious belief, religion, faith",0,1,1,3.0,0.446,0.000324,1.0,0.0,0.446,0.0,0.46816383324281524,0.0,0.0,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
en,0.8647404636813169,4,0.23858923965068554,0,1,"religious belief, religion, faith",26,3,7,9.666666666666666,0.6466666666666666,4.719999999999999e-05,2.3333333333333335,0.66666666666,0.6466666666666666,0.19047619047346942,0.09722374176699544,0.129999999999935,0.18181818181652892,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
it,0.813772405354903,4,0.3731726548217923,1,1,"religious belief, religion, faith",16,2,16,7.0,0.594,5.235e-05,6.333333333333333,0.35714285714030614,0.594,0.3118279569872355,0.05379226788037856,0.21917808219148058,0.09090909090826446,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
es,0.7642941239087946,4,0.0,0,1,"religious belief, religion, faith",7,3,10,5.0,0.47433333333333333,4.476666666666666e-05,3.3333333333333335,0.24999999999791667,0.47433333333333333,0.17948717948579881,0.055055661269288875,0.18918918918867786,0.4999999999875,religious belief,a strong belief in a supernatural power or powers that control human destiny,i68078
it,0.8169960517019197,4,0.5903741994940945,0,1,"theatre, dramatic art, theater",0,2,9,10.0,0.6076666666666667,3.159666666666667e-05,3.3333333333333335,0.5714285714244898,0.6076666666666667,0.11827956989171004,0.032037476663653634,0.0,0.09090909090826446,theatre,the art of writing and producing plays,i73479
en,0.7998276754644286,4,0.0,0,1,"theatre, dramatic art, theater",1,5,10,8.666666666666666,0.4116666666666666,2.606666666666667e-05,2.3333333333333335,0.566666666661,0.4116666666666666,0.19047619047346942,0.050324363938284274,0.0049999999999975,0.36363636363305785,theatre,the art of writing and producing plays,i73479
es,0.7367397530288009,3,0.5555390175083914,0,1,"theatre, dramatic art, theater",1,1,6,6.0,0.202,6.76e-05,6.0,0.33333333333055554,0.202,0.38461538461242606,0.08419802118696364,0.02702702702695398,0.0,theatre,the art of writing and producing plays,i73479
nb,0.7012916642109096,3,0.9999999999478436,0,1,"theatre, dramatic art, theater",0,1,1,6.0,0.205,1.7e-05,1.0,0.3749999999953125,0.205,0.0,0.024485412518321602,0.0,0.0,theatre,the art of writing and producing plays,i73479
en,0.8109083718780999,4,0.0,1,0,"wave, moving ridge",13,2,10,8.0,0.528,2.67e-05,5.0,0.499999999995,0.528,0.5714285714204081,0.05172986579750432,0.0649999999999675,0.09090909090826446,wave,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
nb,0.7706267054401249,4,0.9999999999666498,0,1,"wave, moving ridge",0,3,7,5.666666666666667,0.5656666666666667,7.2933333333333335e-06,2.3333333333333335,0.3333333333291667,0.5656666666666667,0.14814814814650207,0.010457273960778442,0.0,0.6666666666444444,wave,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
it,0.7313427543307727,3,0.45066870241296614,0,1,"wave, moving ridge",10,2,8,5.0,0.476,2.4006e-05,4.0,0.21428571428418366,0.476,0.16129032257960457,0.024080520261673868,0.13698630136967535,0.09090909090826446,wave,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
es,0.6113542880612733,3,0.39406835150917724,0,0,"wave, moving ridge",4,1,4,3.0,0.18,1.62e-05,4.0,0.08333333333263888,0.18,0.23076923076745562,0.018595803678854935,0.10810810810781592,0.0,wave,one of a series of ridges that moves across the surface of a liquid (especially across a large body of water),i75330
en,0.9429069029002056,4,0.2242382837560368,1,1,party,11,1,5,5.0,0.207,0.000309,5.0,0.199999999998,0.207,0.5714285714204081,0.6782138260993262,0.0549999999999725,0.0,party,an occasion on which people can assemble for social interaction and entertainment,i75850
es,0.8449812580440905,4,0.06251923362017696,1,0,party,5,1,4,6.0,0.758,9.77e-05,4.0,0.33333333333055554,0.758,0.23076923076745562,0.12261488396894947,0.1351351351347699,0.0,party,an occasion on which people can assemble for social interaction and entertainment,i75850
nb,0.8327982072116317,4,0.9999999999681919,1,1,party,0,3,13,5.666666666666667,0.6749999999999999,4.47e-05,4.333333333333333,0.3333333333291667,0.6749999999999999,0.3703703703662551,0.06451763484427754,0.0,0.6666666666444444,party,an occasion on which people can assemble for social interaction and entertainment,i75850
it,0.8049952895091418,4,0.0,1,1,party,4,3,12,7.0,0.5706666666666667,4.88e-05,4.0,0.35714285714030614,0.5706666666666667,0.16129032257960457,0.05007096164108976,0.054794520547870144,0.18181818181652892,party,an occasion on which people can assemble for social interaction and entertainment,i75850
en,0.8725167160307121,4,0.9999999998864719,0,1,breakfast,2,1,1,9.0,0.874,4.07e-05,1.0,0.599999999994,0.874,0.0,0.08279885426447388,0.009999999999995,0.0,breakfast,the first meal of the day (usually in the morning),i76564
nb,0.8428482137866415,4,0.8926885807053374,0,1,breakfast,0,1,1,7.0,0.871,2.51e-05,1.0,0.49999999999375,0.871,0.0,0.036191585833853845,0.0,0.0,breakfast,the first meal of the day (usually in the morning),i76564
it,0.8097582384126274,4,0.10047933964385455,0,0,breakfast,0,2,4,12.0,0.5015000000000001,3.93e-05,2.0,0.7142857142806123,0.5015000000000001,0.03225806451592091,0.04011253649369721,0.0,0.09090909090826446,breakfast,the first meal of the day (usually in the morning),i76564
es,0.8013654279083551,4,0.0,1,1,breakfast,0,2,6,8.0,0.487,1.925e-05,3.0,0.49999999999583333,0.487,0.1538461538449704,0.02248854226639835,0.0,0.24999999999375,breakfast,the first meal of the day (usually in the morning),i76564
nb,0.8266057557159441,4,0.9999999999240445,1,1,pastry,1,2,3,5.5,0.8415,1.13295e-05,1.5,0.31249999999609374,0.8415,0.05555555555493827,0.01629036859415795,0.199999999996,0.3333333333222222,pastry,any of various baked foods made of dough or batter,i76902
es,0.800393155019562,4,0.03175359737895948,0,0,pastry,8,2,2,8.0,0.7415,1.795e-06,1.0,0.49999999999583333,0.7415,0.0,0.00021059077604743077,0.21621621621563183,0.24999999999375,pastry,any of various baked foods made of dough or batter,i76902
en,0.7424584253482253,3,0.0,0,0,pastry,17,1,2,6.0,0.636,3.39e-06,2.0,0.299999999997,0.636,0.14285714285510204,0.0,0.0849999999999575,0.0,pastry,any of various baked foods made of dough or batter,i76902
it,0.6604013979244361,3,0.07928325850468296,0,0,pastry,7,1,4,5.0,0.206,3.89e-05,4.0,0.21428571428418366,0.206,0.16129032257960457,0.03969323438222805,0.09589041095877275,0.0,pastry,any of various baked foods made of dough or batter,i76902
it,0.8114212216144853,4,0.7931029490711958,0,0,"ham, jambon, gammon",0,1,2,10.0,0.764,7.59e-06,2.0,0.5714285714244898,0.764,0.03225806451592091,0.006872361606979536,0.0,0.0,ham,meat cut from the thigh of a hog (usually smoked),i77246
nb,0.7615864051924671,4,0.816623112781798,0,0,"ham, jambon, gammon",0,1,1,6.0,0.669,4.07e-06,1.0,0.3749999999953125,0.669,0.0,0.005798891410934953,0.0,0.0,ham,meat cut from the thigh of a hog (usually smoked),i77246
en,0.7034471789963342,3,0.0,0,1,"ham, jambon, gammon",2,3,7,5.0,0.418,4.522233333333333e-06,2.3333333333333335,0.199999999998,0.418,0.19047619047346942,0.00251266745537513,0.009999999999995,0.18181818181652892,ham,meat cut from the thigh of a hog (usually smoked),i77246
es,0.6370262299392346,3,0.9999999998993347,0,0,"ham, jambon, gammon",0,1,1,5.0,0.191,7.24e-06,1.0,0.24999999999791667,0.191,0.0,0.007160086385612642,0.0,0.0,ham,meat cut from the thigh of a hog (usually smoked),i77246
it,0.7999158966320572,4,0.9999999999102434,1,0,"edible bean, bean",0,1,4,7.0,0.811,1.51e-06,4.0,0.35714285714030614,0.811,0.16129032257960457,0.0004989695126483006,0.0,0.0,edible bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
en,0.7568635783756572,4,0.2867714069639677,0,0,"edible bean, bean",3,2,5,7.5,0.5345,6.25e-06,2.5,0.4499999999955,0.5345,0.21428571428265306,0.006346950501109496,0.0149999999999925,0.09090909090826446,edible bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
nb,0.7317077632950392,3,0.9085363312977716,0,0,"edible bean, bean",0,1,1,5.0,0.651,5.89e-07,1.0,0.249999999996875,0.651,0.0,0.0007681272984204181,0.0,0.0,edible bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
es,0.6781529641750291,3,0.0,0,1,"edible bean, bean",1,2,9,5.5,0.1905,3.851e-06,4.5,0.29166666666423613,0.1905,0.2692307692286982,0.002834679476371779,0.02702702702695398,0.24999999999375,edible bean,any of various edible seeds of plants of the family Leguminosae used for food,i77610
en,0.8068047777077882,4,0.710746540292669,0,1,cheese,26,1,2,6.0,0.677,3.72e-05,2.0,0.299999999997,0.677,0.14285714285510204,0.0750316071477315,0.129999999999935,0.0,cheese,a solid food prepared from the pressed curd of milk,i78427
it,0.7645258078985867,4,0.0,0,0,cheese,10,2,4,7.0,0.667,9.7775e-06,2.0,0.35714285714030614,0.667,0.03225806451592091,0.009165420029076506,0.13698630136967535,0.09090909090826446,cheese,a solid food prepared from the pressed curd of milk,i78427
nb,0.7611159377835146,4,0.9999999998853509,0,1,cheese,0,2,2,5.5,0.569,1.02e-05,1.0,0.31249999999609374,0.569,0.0,0.01465800775960318,0.0,0.3333333333222222,cheese,a solid food prepared from the pressed curd of milk,i78427
es,0.681689141136373,3,0.7303885153409987,0,1,cheese,4,1,1,5.0,0.199,2.82e-05,1.0,0.24999999999791667,0.199,0.0,0.03391149648230444,0.10810810810781592,0.0,cheese,a solid food prepared from the pressed curd of milk,i78427
es,0.7928143267703393,4,0.19256908954717497,0,0,beer,4,1,1,7.0,0.694,3.31e-05,1.0,0.41666666666319446,0.694,0.0,0.040165404377046306,0.10810810810781592,0.0,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
nb,0.7299700998815957,3,0.9999999999069872,0,1,beer,0,4,4,3.6666666666666665,0.5063333333333333,2.4230333333333334e-05,1.0,0.08333333333229165,0.5063333333333333,0.0,0.03493473784289814,0.0,0.9999999999666667,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
en,0.6783017781205425,3,0.3301843303594268,0,0,beer,4,1,1,4.0,0.233,5.01e-05,1.0,0.099999999999,0.233,0.0,0.103659460806582,0.01999999999999,0.0,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
it,0.6530801686102546,3,0.0,0,0,beer,2,1,3,5.0,0.195,3.63e-05,3.0,0.21428571428418366,0.195,0.09677419354776275,0.03696777065767851,0.027397260273935072,0.0,beer,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,i78683
nb,0.7465473678437189,3,0.9999999998543789,0,1,"wine, vino",0,2,3,5.0,0.511,1.86e-05,1.5,0.249999999996875,0.511,0.05555555555493827,0.026797743049784765,0.0,0.3333333333222222,wine,fermented juice (of grapes especially),i78715
es,0.7161700274666631,3,0.6052532813125483,0,1,"wine, vino",7,1,1,4.0,0.197,9.12e-05,1.0,0.16666666666527777,0.197,0.0,0.1143188837004143,0.18918918918867786,0.0,wine,fermented juice (of grapes especially),i78715
it,0.6811953968765796,3,0.6238665326653221,0,1,"wine, vino",17,1,2,4.0,0.19,6.46e-05,2.0,0.14285714285612244,0.19,0.03225806451592091,0.06663339504412158,0.23287671232844812,0.0,wine,fermented juice (of grapes especially),i78715
en,0.663115747856163,3,0.0,0,1,"wine, vino",24,2,3,4.0,0.1865,2.77945e-05,1.5,0.099999999999,0.1865,0.07142857142755102,0.05415879493158276,0.11999999999994,0.09090909090826446,wine,fermented juice (of grapes especially),i78715
nb,0.7857188353947073,4,0.9999999999254848,0,1,"java, coffee",0,2,2,5.0,0.6965,2.76145e-05,1.0,0.249999999996875,0.6965,0.0,0.039825557784706415,0.0,0.3333333333222222,java,a beverage consisting of an infusion of ground coffee beans,i78981
en,0.7833048752573675,4,0.0,0,1,"java, coffee",13,2,7,5.0,0.582,4.12e-05,3.5,0.199999999998,0.582,0.3571428571377551,0.08390846099543707,0.0649999999999675,0.09090909090826446,java,a beverage consisting of an infusion of ground coffee beans,i78981
it,0.7471585095230896,3,0.20699083520545797,0,0,"java, coffee",8,1,8,5.0,0.507,6.76e-05,8.0,0.21428571428418366,0.507,0.4193548387069719,0.06977816088014029,0.10958904109574029,0.0,java,a beverage consisting of an infusion of ground coffee beans,i78981
es,0.677421813662525,3,0.2527458801011701,0,0,"java, coffee",2,1,5,4.0,0.198,6.46e-05,5.0,0.16666666666527777,0.198,0.3076923076899408,0.08036909798610126,0.05405405405390796,0.0,java,a beverage consisting of an infusion of ground coffee beans,i78981
nb,0.7169893464920458,3,0.9999999999034775,0,1,tea,0,2,2,4.0,0.481,2.087185e-05,1.0,0.1249999999984375,0.481,0.0,0.03008103562347512,0.0,0.3333333333222222,tea,a beverage made by steeping tea leaves in water,i79004
en,0.6873133530206195,3,0.16811735206045234,0,1,tea,5,1,5,3.0,0.193,5.37e-05,5.0,0.0,0.193,0.5714285714204081,0.11164862926951705,0.0249999999999875,0.0,tea,a beverage made by steeping tea leaves in water,i79004
it,0.6204593121869674,3,0.0,1,0,tea,2,2,9,2.5,0.197,9.810000000000001e-06,4.5,0.03571428571403061,0.197,0.1935483870955255,0.009199488325633375,0.027397260273935072,0.09090909090826446,tea,a beverage made by steeping tea leaves in water,i79004
es,0.5963314420976137,3,0.06404687911021585,0,0,tea,1,1,4,2.0,0.196,1.95e-05,4.0,0.0,0.196,0.23076923076745562,0.022807619199803546,0.02702702702695398,0.0,tea,a beverage made by steeping tea leaves in water,i79004
en,0.9272007311727675,4,0.39249078033106927,1,1,"sept, family line, family",5,7,18,7.0,0.2996666666666667,0.00022113333333333333,3.6666666666666665,0.399999999996,0.2996666666666667,0.38095238094693873,0.48321893657806014,0.0249999999999875,0.5454545454495868,sept,people descended from a common ancestor,i79200
it,0.8950499306755779,4,0.0,1,1,"sept, family line, family",4,12,66,6.0,0.5353333333333333,0.00027583333333333333,9.666666666666666,0.2857142857122449,0.5353333333333333,0.5268817204267082,0.28805985174246057,0.054794520547870144,0.999999999990909,sept,people descended from a common ancestor,i79200
nb,0.8630725237968054,4,0.9999999999846997,1,1,"sept, family line, family",1,3,5,6.333333333333333,0.8099999999999999,5.087066666666667e-05,1.6666666666666667,0.4166666666614583,0.8099999999999999,0.07407407407325103,0.07343552292728713,0.199999999996,0.6666666666444444,sept,people descended from a common ancestor,i79200
es,0.8134667367604208,4,0.68871212319353,1,0,"sept, family line, family",3,2,8,6.5,0.19,0.000171785,4.0,0.374999999996875,0.19,0.23076923076745562,0.21717014241424584,0.08108108108086194,0.24999999999375,sept,people descended from a common ancestor,i79200
es,0.9315453697079198,4,0.0,1,0,"settlement, small town, village",1,1,13,6.0,0.748,0.000324,13.0,0.33333333333055554,0.748,0.9230769230698225,0.41144332408733464,0.02702702702695398,0.0,settlement,a community of people smaller than a town,i80343
en,0.8983394927104139,4,0.035969288597764944,1,1,"settlement, small town, village",1,3,11,9.0,0.7786666666666666,7e-05,3.6666666666666665,0.599999999994,0.7786666666666666,0.38095238094693873,0.14782180869891728,0.0049999999999975,0.18181818181652892,settlement,a community of people smaller than a town,i80343
